"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0071826","protein-RNA complex organization","29/763","268/18842",0.108208955223881,2.67217973044346,5.66401862216398,1.54123850503758e-06,0.00906248240962098,0.00906248240962098,"6629/26164/6631/26829/101954267/51639/6066/6426/101954266/4706/11325/6628/1653/3831/130916/192669/6732/10078/6209/55692/79171/24148/8663/3799/8662/9343/7284/23658/29960",29
"GO:0022618","protein-RNA complex assembly","27/763","259/18842",0.104247104247104,2.57434330042456,5.24105177898068,7.07044446166377e-06,0.0207871067172915,0.0207871067172915,"6629/26164/6631/26829/101954267/51639/6066/6426/101954266/4706/11325/6628/1653/130916/192669/6732/10078/6209/55692/79171/24148/8663/8662/9343/7284/23658/29960",27
"GO:0008380","RNA splicing","40/763","492/18842",0.0813008130081301,2.00769320930431,4.65285898393177,2.41148504392999e-05,0.0472651068610278,0.0472651068610278,"6629/6631/26829/101954267/51639/6066/6207/64863/6426/101954266/23435/11325/8896/10657/10137/80746/9785/6628/1653/92906/4691/1659/58509/9775/6732/10921/10078/6421/55692/79171/24148/112869/222183/90806/9584/9343/22985/23658/6429/2521",40
